fecha,dia_semana_num,pandemia,mes,horario_verano,hora,demanda,temperatura,precipitacion,humedad,velocidadviento,nubosidad
06/06/2020,6,1,6,1,13,1629.498181,86,0,31.3,5.7,2.8
06/06/2020,6,1,6,1,14,1690.82149,89,0,28.2,7.1,1
06/06/2020,6,1,6,1,15,1730.638106,88,0,27.5,7.6,0.9
06/06/2020,6,1,6,1,16,1747.733927,87,0,28.5,8.9,0.5
06/06/2020,6,1,6,1,17,1744.857489,85,0,29.2,9.8,0.1
06/06/2020,6,1,6,1,18,1713.154988,83,0,29.4,10.1,0
06/06/2020,6,1,6,1,19,1653.842335,83,0,28.9,9.7,0
06/06/2020,6,1,6,1,20,1591.162879,80,0,31.5,8,0.2
06/06/2020,6,1,6,1,21,1615.306927,75,0,36,7.2,0.5
06/06/2020,6,1,6,1,22,1579.574079,73,0,40.2,7.8,0.9
06/06/2020,6,1,6,1,23,1497.931374,71,0,42.9,6.2,1.9
06/06/2020,6,1,6,1,24,1409.378648,69,0,44.8,4.6,3.7
06/06/2020,7,1,6,1,1,1335.555804,67,0,45.6,4.9,4.4
07/06/2020,7,1,6,1,2,1269.477121,67,0,46.1,4.6,2.8
07/06/2020,7,1,6,1,3,1219.700485,67,0,48.2,4.4,1.3
07/06/2020,7,1,6,1,4,1179.738096,65,0,51.2,4.5,1
07/06/2020,7,1,6,1,5,1151.279146,64,0,54.8,3.4,1.3
07/06/2020,7,1,6,1,6,1106.810156,64,0,55.9,1.2,1.5
07/06/2020,7,1,6,1,7,1075.431005,67,0,50.4,0.2,1.4
07/06/2020,7,1,6,1,8,1113.876041,73,0,41.5,0,2
07/06/2020,7,1,6,1,9,1177.305878,77,0,32.8,1.5,2.3
07/06/2020,7,1,6,1,10,1244.808987,81,0,26.8,3.2,1.6
07/06/2020,7,1,6,1,11,1311.88928,84,0,21.7,3.3,0.7
07/06/2020,7,1,6,1,12,1383.108757,88,0,17.9,4.3,0.2
07/06/2020,7,1,6,1,13,1456.062388,90,0,18.1,4.2,0
07/06/2020,7,1,6,1,14,1536.048198,91,0,16.1,3.9,0
07/06/2020,7,1,6,1,15,1607.597203,93,0,14.6,2.2,0
07/06/2020,7,1,6,1,16,1663.240018,94,0,11.4,1.8,0
07/06/2020,7,1,6,1,17,1688.677737,94,0,6.5,3.2,0
07/06/2020,7,1,6,1,18,1683.331414,91,0,8.7,6.1,0
07/06/2020,7,1,6,1,19,1642.644578,86,0,14.2,7.1,0
07/06/2020,7,1,6,1,20,1595.637156,81,0,16.5,7.7,0
07/06/2020,7,1,6,1,21,1644.209789,77,0,23.1,7.7,0
07/06/2020,7,1,6,1,22,1623.614197,73,0,29.5,5.6,0.2
07/06/2020,7,1,6,1,23,1547.288906,72,0,31.9,4.2,1
07/06/2020,7,1,6,1,24,1445.280656,71,0,33.1,4,2
07/06/2020,1,1,6,1,1,1359.541035,69,0,34.8,3.5,2.3
08/06/2020,1,1,6,1,2,1284.99325,67,0,39.9,2.8,1.4
08/06/2020,1,1,6,1,3,1236.089542,67,0,40.8,4.3,0.3
08/06/2020,1,1,6,1,4,1206.125526,68,0,34,3.6,0
08/06/2020,1,1,6,1,5,1185.125744,69,0,30.4,3,0
08/06/2020,1,1,6,1,6,1165.634431,68,0,30.1,3.3,0
08/06/2020,1,1,6,1,7,1226.934846,68,0,28.3,3.9,0
08/06/2020,1,1,6,1,8,1367.004859,75,0,20.5,5.1,0
08/06/2020,1,1,6,1,9,1467.643139,79,0,13.6,6,0
08/06/2020,1,1,6,1,10,1528.833892,81,0,10.5,6.2,0
08/06/2020,1,1,6,1,11,1591.453681,83,0,8.6,6.8,0
08/06/2020,1,1,6,1,12,1650.368646,85,0,7.5,6.4,0
08/06/2020,1,1,6,1,13,1695.75875,87,0,6,7.5,0
08/06/2020,1,1,6,1,14,1740.835635,88,0,5.4,8,0
08/06/2020,1,1,6,1,15,1775.647755,88,0,5,6.2,0
08/06/2020,1,1,6,1,16,1814.142696,89,0,4.6,5.2,0
08/06/2020,1,1,6,1,17,1817.702748,88,0,4.4,5.5,0.1
08/06/2020,1,1,6,1,18,1785.549091,86,0,5.5,5.2,1.7
08/06/2020,1,1,6,1,19,1758.222229,82,0,8.3,4.7,3.3
08/06/2020,1,1,6,1,20,1724.380563,78,0,11.7,3.4,1.6
08/06/2020,1,1,6,1,21,1782.611401,77,0,18.3,2.6,0
08/06/2020,1,1,6,1,22,1759.730805,77,0,18.6,3.6,0
08/06/2020,1,1,6,1,23,1673.206479,79,0,10.4,3.4,0
08/06/2020,1,1,6,1,24,1560.95186,63,0,17.4,0.8,0
08/06/2020,2,1,6,1,1,1463.763048,63,0,31.4,0,0
09/06/2020,2,1,6,1,2,1391.121528,61,0,36.7,2,0
09/06/2020,2,1,6,1,3,1335.244478,59,0,41,2.7,0
09/06/2020,2,1,6,1,4,1286.18341,57,0,43.2,2.9,0
09/06/2020,2,1,6,1,5,1259.559446,59,0,37.6,3.4,0
09/06/2020,2,1,6,1,6,1228.780469,59,0,34,2.8,0
09/06/2020,2,1,6,1,7,1269.088202,63,0,36.6,3.1,0
09/06/2020,2,1,6,1,8,1402.393363,71,0,29.9,3.1,0
09/06/2020,2,1,6,1,9,1513.136355,81,0.37,16.9,2.7,0
09/06/2020,2,1,6,1,10,1599.600182,86,0,9,3,0
09/06/2020,2,1,6,1,11,1686.870842,88,0,6.4,4.4,0
09/06/2020,2,1,6,1,12,1761.180245,91,0,6,5.2,0
09/06/2020,2,1,6,1,13,1833.362649,93,0,5.8,5.1,0
09/06/2020,2,1,6,1,14,1915.614069,94,0,5.9,5.4,0
09/06/2020,2,1,6,1,15,1977.86255,95,0,5.5,4.4,0
09/06/2020,2,1,6,1,16,2035.742943,94,0,5.8,2.9,0
09/06/2020,2,1,6,1,17,2038.810925,94,0,6.6,2.6,0
09/06/2020,2,1,6,1,18,2001.480002,93,0,7.1,2.6,0
09/06/2020,2,1,6,1,19,1954.015603,90,0,9,3.3,0
09/06/2020,2,1,6,1,20,1903.063862,84,0,13.1,3.3,0
09/06/2020,2,1,6,1,21,1946.255046,82,0,14.9,3.1,0
09/06/2020,2,1,6,1,22,1926.779868,80,0,16.4,2.6,0
09/06/2020,2,1,6,1,23,1826.217845,73,0,22.5,2.6,0
09/06/2020,2,1,6,1,24,1703.576395,70,0,24.3,2.4,0
09/06/2020,3,1,6,1,1,1591.188757,71,0,19.5,1.2,0
10/06/2020,3,1,6,1,2,1500.048876,67,0,21.1,0.8,0
10/06/2020,3,1,6,1,3,1425.256552,70,0,21.5,2.8,0
10/06/2020,3,1,6,1,4,1376.728652,66,0,26.9,3.7,0
10/06/2020,3,1,6,1,5,1344.056948,64,0,38,3.3,0
10/06/2020,3,1,6,1,6,1297.612873,64,0,38.1,3.8,0
10/06/2020,3,1,6,1,7,1325.644429,68,0,34.2,2.9,0
10/06/2020,3,1,6,1,8,1471.816729,76,0,31.8,2.4,0
10/06/2020,3,1,6,1,9,1594.178659,85,0,25.3,1.4,0
10/06/2020,3,1,6,1,10,1697.632015,92,0,15,1.1,0
10/06/2020,3,1,6,1,11,1803.651977,96,0,8.4,1.2,0
10/06/2020,3,1,6,1,12,1905.016078,97,0,6.5,0.3,0
10/06/2020,3,1,6,1,13,2009.808701,99,0,6,0,0
10/06/2020,3,1,6,1,14,2111.671293,100,0,5.9,1.2,0
10/06/2020,3,1,6,1,15,2182.870375,102,0,6.6,2.1,0
10/06/2020,3,1,6,1,16,2242.161985,102,0,5.4,2.2,0
10/06/2020,3,1,6,1,17,2254.329471,102,0,4.8,1.9,0
10/06/2020,3,1,6,1,18,2212.330356,101,0,5.8,1.3,0
10/06/2020,3,1,6,1,19,2161.937047,100,0,5.5,2.5,0
10/06/2020,3,1,6,1,20,2098.21577,92,0,9.7,3.4,0
10/06/2020,3,1,6,1,21,2125.437465,88,0,14.1,2.3,0
10/06/2020,3,1,6,1,22,2081.42381,82,0,14.6,2.4,0
10/06/2020,3,1,6,1,23,1979.244866,80,0,16.5,2.9,0
10/06/2020,3,1,6,1,24,1852.207293,78,0.17,22.3,2.6,0
10/06/2020,4,1,6,1,1,1729.643261,75,0.33,27.3,2.8,0
11/06/2020,4,1,6,1,2,1632.360197,76,0,26.2,2.8,0
11/06/2020,4,1,6,1,3,1555.666317,72,0,29.8,2.9,0
11/06/2020,4,1,6,1,4,1502.702012,68,0,36.6,2.3,0
11/06/2020,4,1,6,1,5,1442.767833,69,0,33.8,1.7,0
11/06/2020,4,1,6,1,6,1383.135265,70,0,30.1,1.3,0
11/06/2020,4,1,6,1,7,1404.291128,76,0,25.3,0.3,0
11/06/2020,4,1,6,1,8,1536.785159,78,0.43,22.4,0,0
11/06/2020,4,1,6,1,9,1654.414488,87,0,17.3,0.6,0
11/06/2020,4,1,6,1,10,1769.393717,91,0,13.9,0.3,0
11/06/2020,4,1,6,1,11,1886.301421,96,0,12.4,1.1,0
11/06/2020,4,1,6,1,12,1997.995388,99,0,9.7,2.4,0
11/06/2020,4,1,6,1,13,2119.147236,102,0,7.4,2.5,0
11/06/2020,4,1,6,1,14,2228.890339,105,0,6.1,2.9,0
11/06/2020,4,1,6,1,15,2292.858126,106,0,5.6,3.9,0
11/06/2020,4,1,6,1,16,2342.821687,106,0,5.2,4.4,0
11/06/2020,4,1,6,1,17,2343.962103,107,0,5.1,4.2,0
11/06/2020,4,1,6,1,18,2302.985268,105,0,6.3,4,0
11/06/2020,4,1,6,1,19,2242.026197,104,0,7.7,3.6,0
11/06/2020,4,1,6,1,20,2164.655415,98,0,9,2.6,0
11/06/2020,4,1,6,1,21,2185.618529,87,0,13.6,2.9,0
11/06/2020,4,1,6,1,22,2140.543221,84,0,17.4,3.5,0
11/06/2020,4,1,6,1,23,2034.72514,82,0,18.4,3.8,0
11/06/2020,4,1,6,1,24,1906.809821,81,0.6,19.2,3.4,0
11/06/2020,5,1,6,1,1,1775.045261,81,0,18.5,2.2,0
12/06/2020,5,1,6,1,2,1671.489398,78,0,22.2,2.9,0
12/06/2020,5,1,6,1,3,1588.523565,76,0,29.6,1.8,0
12/06/2020,5,1,6,1,4,1523.379407,78,0,38.7,2.4,0
12/06/2020,5,1,6,1,5,1476.555767,70,0,46.5,2.6,0
12/06/2020,5,1,6,1,6,1417.327653,66,0,63.7,1.1,0
12/06/2020,5,1,6,1,7,1426.932658,73,0,75.7,0.9,0
12/06/2020,5,1,6,1,8,1544.446672,82,0,51.7,1.8,0
12/06/2020,5,1,6,1,9,1654.051146,86,0,34.4,2,0
12/06/2020,5,1,6,1,10,1761.190476,91,0,19,2.1,0
12/06/2020,5,1,6,1,11,1860.383963,96,0,10.5,2.5,0
12/06/2020,5,1,6,1,12,1955.680101,98,0,7.9,1.1,0
12/06/2020,5,1,6,1,13,2053.573378,100,0,6.3,1.9,0
12/06/2020,5,1,6,1,14,2146.909216,101,0,6.5,2.8,0
12/06/2020,5,1,6,1,15,2219.496787,103,0,6.6,2.3,0
12/06/2020,5,1,6,1,16,2258.722661,104,0,5.5,2.3,0
12/06/2020,5,1,6,1,17,2266.339416,101,0,6.8,5.8,0
12/06/2020,5,1,6,1,18,2219.354989,98,0,7.5,7.8,0
12/06/2020,5,1,6,1,19,2148.063344,94,0,8.5,7.6,0
12/06/2020,5,1,6,1,20,2057.515403,90,0,7.4,8.8,0
12/06/2020,5,1,6,1,21,2067.731439,88,0,5.4,9.2,0
12/06/2020,5,1,6,1,22,2018.790149,85,0,5.9,8.2,0
12/06/2020,5,1,6,1,23,1921.072848,82,0,7.5,7.3,0
12/06/2020,5,1,6,1,24,1808.629198,79,0,9.7,7,0
12/06/2020,6,1,6,1,1,1690.923254,81,0,12.5,6.3,0
13/06/2020,6,1,6,1,2,1586.067679,78,0,16.2,4.8,0
13/06/2020,6,1,6,1,3,1504.324468,76,0,18.6,4.9,0
13/06/2020,6,1,6,1,4,1448.256565,78,0,19.5,5.2,0
13/06/2020,6,1,6,1,5,1406.128152,70,0,18.7,4.4,0
13/06/2020,6,1,6,1,6,1343.788279,66,0,16.6,3.7,0
13/06/2020,6,1,6,1,7,1330.649187,73,0,14.9,3.1,0
13/06/2020,6,1,6,1,8,1407.368179,82,0,13.7,3.8,0
13/06/2020,6,1,6,1,9,1493.351328,86,0,11.6,4.6,10.8
13/06/2020,6,1,6,1,10,1581.797309,91,0,10.1,6.2,39.3
13/06/2020,6,1,6,1,11,1664.502894,96,0,8.5,7.9,54.6
13/06/2020,6,1,6,1,12,1749.274871,98,0,7.4,5.4,34.3
13/06/2020,6,1,6,1,13,1822.687592,100,0,6.2,6.5,8.2
13/06/2020,6,1,6,1,14,1892.121581,101,0,4.7,7.8,0
13/06/2020,6,1,6,1,15,1935.538911,103,0,4.4,7.2,0
13/06/2020,6,1,6,1,16,1966.391383,104,0,5.5,8.2,0
13/06/2020,6,1,6,1,17,1967.871177,101,0,7.4,10,0
13/06/2020,6,1,6,1,18,1938.983599,98,0,9.1,9.8,0
13/06/2020,6,1,6,1,19,1867.63504,94,0,10.4,8.6,0
13/06/2020,6,1,6,1,20,1784.394896,90,0,13.4,8.2,0
13/06/2020,6,1,6,1,21,1807.386085,88,0,15.5,8.2,0
13/06/2020,6,1,6,1,22,1775.773823,85,0,19.6,7.7,0
13/06/2020,6,1,6,1,23,1694.124389,82,0,27.1,6.8,0
13/06/2020,6,1,6,1,24,1600.988089,79,0,31.9,4.5,0
13/06/2020,7,1,6,1,1,1505.489233,73,0,33.2,4.8,0
14/06/2020,7,1,6,1,2,1425.787083,72,0,33.7,3.3,0.1
14/06/2020,7,1,6,1,3,1356.535457,73,0,35,1.3,0
14/06/2020,7,1,6,1,4,1301.819719,72,0,35.1,1.7,0
14/06/2020,7,1,6,1,5,1255.807343,66,0,37.2,2.4,0.1
14/06/2020,7,1,6,1,6,1192.719221,71,0,28.3,1.9,0.1
14/06/2020,7,1,6,1,7,1159.063081,73,0,24.8,1.9,2.2
14/06/2020,7,1,6,1,8,1204.639535,78,0,24.6,1.2,4.4
14/06/2020,7,1,6,1,9,1274.983006,83,0,19.9,2.7,2.2
14/06/2020,7,1,6,1,10,1352.224939,85,0,21.4,3.4,0
14/06/2020,7,1,6,1,11,1423.666693,87,0,23.5,2.5,0
14/06/2020,7,1,6,1,12,1504.596369,89,0,20.5,3.3,0
14/06/2020,7,1,6,1,13,1587.491633,92,0,16.4,2.9,0
14/06/2020,7,1,6,1,14,1667.083705,92,0,14.5,3.1,0
14/06/2020,7,1,6,1,15,1741.319424,95,0,13,4.4,0
14/06/2020,7,1,6,1,16,1801.137673,95,0,12.8,2.9,0
14/06/2020,7,1,6,1,17,1833.419184,97,0,12.5,2.8,0
14/06/2020,7,1,6,1,18,1835.325716,96,0,13.2,3.6,0
14/06/2020,7,1,6,1,19,1806.150316,96,0,12.9,2.5,0
14/06/2020,7,1,6,1,20,1764.108411,89,0,13.8,0.9,0
14/06/2020,7,1,6,1,21,1816.701556,81,0,20.9,2.6,0
14/06/2020,7,1,6,1,22,1809.517717,79,0,28.7,3.7,0
14/06/2020,7,1,6,1,23,1731.692635,78,0,31.4,4,0
14/06/2020,7,1,6,1,24,1628.731361,77,0,32.3,3.9,0
14/06/2020,1,1,6,1,1,1532.47889,76,0,31.9,3.1,0
15/06/2020,1,1,6,1,2,1451.537792,75,0,31.8,2,0
15/06/2020,1,1,6,1,3,1393.201802,74,0,31.4,0.8,0
15/06/2020,1,1,6,1,4,1352.5164,75,0,33.7,0.1,0
15/06/2020,1,1,6,1,5,1328.767749,75,0,36.6,1.6,0
15/06/2020,1,1,6,1,6,1303.848871,75,0,38.9,2.5,0
15/06/2020,1,1,6,1,7,1362.532733,77,0,39.8,2.2,0
15/06/2020,1,1,6,1,8,1515.171685,79,0,44.2,2.7,0
15/06/2020,1,1,6,1,9,1634.578693,83,0,45.3,0.9,0
15/06/2020,1,1,6,1,10,1731.900501,87,0,40.5,1.5,0
15/06/2020,1,1,6,1,11,1820.969929,90,0,32.5,3.3,0
15/06/2020,1,1,6,1,12,1908.748821,92,0,24.7,2.9,0
15/06/2020,1,1,6,1,13,1991.817357,94,0,21.3,3.4,0
15/06/2020,1,1,6,1,14,2078.859314,96,0,18.2,3.6,0
15/06/2020,1,1,6,1,15,2143.855738,96,0,15.6,2.9,0
15/06/2020,1,1,6,1,16,2195.0717,100,0,13.1,3.4,0
15/06/2020,1,1,6,1,17,2200.568751,100,0,11.9,2.5,0
15/06/2020,1,1,6,1,18,2162.3183,100,0,11.5,1.8,0
15/06/2020,1,1,6,1,19,2110.804481,97,0,14.4,1.9,0
15/06/2020,1,1,6,1,20,2068.925251,94,0,17.6,0.2,0
15/06/2020,1,1,6,1,21,2100.875144,90,0,19.2,0,0
15/06/2020,1,1,6,1,22,2064.126701,87,0,24.3,1.4,0
15/06/2020,1,1,6,1,23,1957.946218,82,0,29.9,4.5,0
15/06/2020,1,1,6,1,24,1830.750329,79,0,31.9,3.9,0
15/06/2020,2,1,6,1,1,1712.658705,83,0,27.9,2.9,0
16/06/2020,2,1,6,1,2,1618.149725,79,0,33.5,2.8,4.2
16/06/2020,2,1,6,1,3,1546.34158,78,0,42.3,3.1,15.7
16/06/2020,2,1,6,1,4,1486.882862,78,0,41.5,2,27.5
16/06/2020,2,1,6,1,5,1447.423475,75,0,41.5,1.4,32.4
16/06/2020,2,1,6,1,6,1396.745965,73,0,44.6,0.7,24.4
16/06/2020,2,1,6,1,7,1418.921143,80,0,38.3,0.1,8
16/06/2020,2,1,6,1,8,1544.121179,82,0,30.4,1.9,0
16/06/2020,2,1,6,1,9,1647.338521,85,0,25.5,2.6,0
16/06/2020,2,1,6,1,10,1733.07791,88,0,20.5,2.2,0
16/06/2020,2,1,6,1,11,1827.819307,91,0,16.3,2.3,0
16/06/2020,2,1,6,1,12,1925.110139,94,0,14.1,2.3,0.4
16/06/2020,2,1,6,1,13,2018.287804,96,0,13.5,3,3.4
16/06/2020,2,1,6,1,14,2109.383856,99,0,12.3,3.6,5.6
16/06/2020,2,1,6,1,15,2185.196946,102,0,10.3,2.9,2.6
16/06/2020,2,1,6,1,16,2237.95185,103,0,9.7,1.6,0
16/06/2020,2,1,6,1,17,2251.457858,100,0,11.6,5.6,0
16/06/2020,2,1,6,1,18,2207.976065,97,0,13.8,8.4,0
16/06/2020,2,1,6,1,19,2149.437659,93,0,15,9.2,0
16/06/2020,2,1,6,1,20,2074.276271,88,0,17.8,8.3,0
16/06/2020,2,1,6,1,21,2096.869474,86,0,20.1,6.6,0
16/06/2020,2,1,6,1,22,2059.765534,82,0,23.8,5.6,0
16/06/2020,2,1,6,1,23,1956.500085,81,0,28.9,5.5,0.6
16/06/2020,2,1,6,1,24,1836.188289,80,0,32.1,5.8,1.2
16/06/2020,3,1,6,1,1,1721.560147,80,0,31.4,5.2,0.6
17/06/2020,3,1,6,1,2,1626.640916,76,0,33.2,4.7,2
17/06/2020,3,1,6,1,3,1550.992083,74,0,37.1,4,4
17/06/2020,3,1,6,1,4,1486.677642,75,0,37.3,4.4,2
17/06/2020,3,1,6,1,5,1449.892954,73,0,38.2,4.6,0.3
17/06/2020,3,1,6,1,6,1407.849413,75,0,37.1,4.4,9.2
17/06/2020,3,1,6,1,7,1421.764226,80,0,31.8,5.3,24.5
17/06/2020,3,1,6,1,8,1552.293837,79,0,35.6,5,22.8
17/06/2020,3,1,6,1,9,1647.527453,84,0,31.7,2.9,7.6
17/06/2020,3,1,6,1,10,1733.662914,87,0,25.8,1.9,0.6
17/06/2020,3,1,6,1,11,1821.070289,90,0,21,1.8,0.2
17/06/2020,3,1,6,1,12,1904.949323,93,0,17.1,2.4,0
17/06/2020,3,1,6,1,13,1991.048701,95,0,14.7,2.1,0
17/06/2020,3,1,6,1,14,2076.898329,97,0,14.4,2.8,0
17/06/2020,3,1,6,1,15,2144.624175,97,0,15,1.5,0
17/06/2020,3,1,6,1,16,2193.440168,99,0,14.6,2.5,0
17/06/2020,3,1,6,1,17,2198.973264,98,0,13,3.6,0
17/06/2020,3,1,6,1,18,2160.013562,97,0,13.4,3.6,0
17/06/2020,3,1,6,1,19,2103.685112,93,0,15.2,5.4,0
17/06/2020,3,1,6,1,20,2043.574997,88,0,18.3,6.6,0
17/06/2020,3,1,6,1,21,2077.400917,85,0,20.4,6.8,0
17/06/2020,3,1,6,1,22,2042.059418,83,0,21.5,6.2,0
17/06/2020,3,1,6,1,23,1939.129782,82,0,22.3,6.2,0
17/06/2020,3,1,6,1,24,1811.480273,80,0,24.3,6.8,0
17/06/2020,4,1,6,1,1,1691.799703,79,0,25.5,6.7,0
18/06/2020,4,1,6,1,2,1603.982395,75,0,29.5,5.8,0
18/06/2020,4,1,6,1,3,1535.014582,73,0,35.4,4.6,0
18/06/2020,4,1,6,1,4,1480.023179,71,0,39.2,3.6,0
18/06/2020,4,1,6,1,5,1446.924311,70,0,40.8,3,0
18/06/2020,4,1,6,1,6,1399.929387,69,0,40.4,4.1,0
18/06/2020,4,1,6,1,7,1421.74939,76,0,34.4,4.1,0
18/06/2020,4,1,6,1,8,1548.309947,82,0,29,5.5,0
18/06/2020,4,1,6,1,9,1643.690898,86,0,22.8,5,0
18/06/2020,4,1,6,1,10,1730.412398,88,0,17.5,4,0
18/06/2020,4,1,6,1,11,1823.976805,91,0,14.6,3.5,0
18/06/2020,4,1,6,1,12,1916.753278,94,0,13.5,3.9,0
18/06/2020,4,1,6,1,13,2003.232656,96,0,13.6,3.1,0
18/06/2020,4,1,6,1,14,2093.009127,97,0,13.8,2.5,0
18/06/2020,4,1,6,1,15,2157.16727,99,0,14,3.7,0
18/06/2020,4,1,6,1,16,2206.216823,100,0,14.4,2.7,0
18/06/2020,4,1,6,1,17,2211.942341,99,0,14.5,0.4,0
18/06/2020,4,1,6,1,18,2173.806351,99,0,14.4,0.4,0
18/06/2020,4,1,6,1,19,2131.389154,95,0,15,3.2,0
18/06/2020,4,1,6,1,20,2071.140525,89,0,18.8,3.9,0
18/06/2020,4,1,6,1,21,2100.477325,83,0,22.1,4.6,0
18/06/2020,4,1,6,1,22,2062.913617,82,0,21,4.6,0
18/06/2020,4,1,6,1,23,1962.677647,79,0,24.1,3.9,0
18/06/2020,4,1,6,1,24,1840.774931,80,0,25.3,4.5,0
18/06/2020,5,1,6,1,1,1726.843929,76,0,27,4.3,0
19/06/2020,5,1,6,1,2,1631.961156,77,0,27.5,2.8,0
19/06/2020,5,1,6,1,3,1557.397539,77,0,26.7,2.3,0
19/06/2020,5,1,6,1,4,1503.025942,70,0,34.1,1.8,0
19/06/2020,5,1,6,1,5,1458.835814,74,0,35.3,1.4,0
19/06/2020,5,1,6,1,6,1409.353515,72,0,34.6,1.7,0
19/06/2020,5,1,6,1,7,1425.798879,76,0,32.7,0.6,0
19/06/2020,5,1,6,1,8,1546.09105,79,0,30.3,0.8,0
19/06/2020,5,1,6,1,9,1644.644733,84,0,21.9,1.2,0
19/06/2020,5,1,6,1,10,1735.140111,88,0,17.2,1.7,0
19/06/2020,5,1,6,1,11,1830.231712,92,0,15.6,1.7,0
19/06/2020,5,1,6,1,12,1930.361889,95,0,13.4,1.5,0
19/06/2020,5,1,6,1,13,2024.682792,96,0,12.5,0.6,0
19/06/2020,5,1,6,1,14,2119.582726,99,0,13,1.1,0
19/06/2020,5,1,6,1,15,2184.462937,101,0,13.8,2.4,0
19/06/2020,5,1,6,1,16,2226.807266,101,0,14,2.5,0
19/06/2020,5,1,6,1,17,2225.463294,102,0,13.7,2.1,0
19/06/2020,5,1,6,1,18,2180.501878,101,0,12.5,2.3,0
19/06/2020,5,1,6,1,19,2140.240599,101,0,11.6,2.1,0
19/06/2020,5,1,6,1,20,2099.454142,99,0,11.4,1.5,0
19/06/2020,5,1,6,1,21,2136.48687,89,0,17.1,1.6,0
19/06/2020,5,1,6,1,22,2101.66492,83,0,28.5,2.3,0
19/06/2020,5,1,6,1,23,2011.275168,81,1.03,36.1,3.7,0
19/06/2020,5,1,6,1,24,1886.166756,83,0,34.1,4.4,0
19/06/2020,6,1,6,1,1,1768.957627,79,0,35.1,3,0
20/06/2020,6,1,6,1,2,1670.273803,80,0,34.8,1.6,0
20/06/2020,6,1,6,1,3,1588.398565,81,0,33.8,1.3,0
20/06/2020,6,1,6,1,4,1528.446954,76,0,37.9,0.2,0
20/06/2020,6,1,6,1,5,1483.105337,76,0,39.2,1,0
20/06/2020,6,1,6,1,6,1429.887515,76,0,49.5,2.9,0
20/06/2020,6,1,6,1,7,1407.886115,78,0,58.7,3.3,0
20/06/2020,6,1,6,1,8,1492.262041,83,0,53.8,3,0
20/06/2020,6,1,6,1,9,1582.547676,87,0,46,2.4,0
20/06/2020,6,1,6,1,10,1686.531058,90,0,38.1,2.3,0
20/06/2020,6,1,6,1,11,1782.506546,93,0,30.7,0.9,0
20/06/2020,6,1,6,1,12,1878.896274,96,0,24.3,1.1,0
20/06/2020,6,1,6,1,13,1968.003332,99,0,20.3,2.1,0
20/06/2020,6,1,6,1,14,2044.306205,101,0.5,17.3,2.7,0
20/06/2020,6,1,6,1,15,2085.961811,103,0.17,15.3,3,0
20/06/2020,6,1,6,1,16,2115.133866,104,0,13.9,3.1,0
20/06/2020,6,1,6,1,17,2122.580334,104,0,13.4,2.9,0
20/06/2020,6,1,6,1,18,2096.71459,104,0,13,2.8,0
20/06/2020,6,1,6,1,19,2048.965112,103,0,13.1,2.8,0
20/06/2020,6,1,6,1,20,1983.555867,99,0,14.5,2.6,0
20/06/2020,6,1,6,1,21,1997.337668,91,0,18.2,3.3,0
20/06/2020,6,1,6,1,22,1959.521544,84,0.17,28.4,3.6,0
20/06/2020,6,1,6,1,23,1870.202135,82,0,36.4,3.7,0
20/06/2020,6,1,6,1,24,1761.872847,80,0,38.9,3.8,0
20/06/2020,7,1,6,1,1,1668.435768,81,0,38.5,2.8,0
21/06/2020,7,1,6,1,2,1580.411137,80,0,36,2.3,0
21/06/2020,7,1,6,1,3,1505.290099,79,0,35.3,1.6,0
21/06/2020,7,1,6,1,4,1445.557347,79,0,35,0,0
21/06/2020,7,1,6,1,5,1397.17429,76,0,38.2,0,0
21/06/2020,7,1,6,1,6,1334.317928,75,0,42.7,0.6,0
21/06/2020,7,1,6,1,7,1293.679207,78,0,38.8,1.5,0
21/06/2020,7,1,6,1,8,1340.664154,83,0.17,35.7,2.1,0
21/06/2020,7,1,6,1,9,1422.626217,88,0,33.7,2.2,0
21/06/2020,7,1,6,1,10,1519.696233,91,0,29.8,2.3,0
21/06/2020,7,1,6,1,11,1621.862356,95,0,25,2.3,0
21/06/2020,7,1,6,1,12,1728.694521,98,0,21.7,2.2,0
21/06/2020,7,1,6,1,13,1834.227259,101,0,18.9,2.3,0
21/06/2020,7,1,6,1,14,1921.104148,103,0,15.5,2.9,0
21/06/2020,7,1,6,1,15,1984.321454,105,0,12.5,3.3,0
21/06/2020,7,1,6,1,16,2020.962585,106,0,11,3.5,0
21/06/2020,7,1,6,1,17,2030.191977,107,0,10.5,4.1,0
21/06/2020,7,1,6,1,18,2018.715056,106,0,10.7,4.3,0
21/06/2020,7,1,6,1,19,1981.430876,105,0,11.5,4,0
21/06/2020,7,1,6,1,20,1921.789645,96,0,14.3,3.1,0
21/06/2020,7,1,6,1,21,1948.858118,93,1.03,18.4,3.6,0
21/06/2020,7,1,6,1,22,1922.869955,87,0,24.5,3.4,0
21/06/2020,7,1,6,1,23,1840.251807,87,0,28.4,2.6,0
21/06/2020,7,1,6,1,24,1741.650683,83,0,30.9,1.8,0
21/06/2020,1,1,6,1,1,1644.348702,82,0,31.4,1.5,0
22/06/2020,1,1,6,1,2,1552.198866,81,0,32.2,0.3,0
22/06/2020,1,1,6,1,3,1485.529521,81,0,30.2,0,0
22/06/2020,1,1,6,1,4,1442.052096,77,0,37.8,1.7,0
